"id","n","data_q","fit_q","algo","rep","logZ","eps","iters","secs","status"
"n200_d3_f3_abc_r13",200,3,3,"ABC-SMC",13,-199.790487837501,1,20,34.2283840179443,"ok"
"n200_d3_f3_abc_r14",200,3,3,"ABC-SMC",14,-206.192616609253,1,25,46.6030290126801,"ok"
"n200_d3_f3_abc_r15",200,3,3,"ABC-SMC",15,-206.139700830512,1,21,40.445531129837,"ok"
"n200_d3_f3_abc_r16",200,3,3,"ABC-SMC",16,-199.48806016484,1,27,53.2338509559631,"ok"
"n200_d3_f3_abc_r17",200,3,3,"ABC-SMC",17,-190.576314635193,1,22,40.379478931427,"ok"
"n200_d3_f3_abc_r18",200,3,3,"ABC-SMC",18,-201.459650835196,1,24,47.1555318832397,"ok"
"n200_d3_f3_abc_r19",200,3,3,"ABC-SMC",19,-189.944814939306,1,16,27.2829711437225,"ok"
"n200_d3_f3_abc_r20",200,3,3,"ABC-SMC",20,-199.744278807037,1,18,33.696907043457,"ok"
"n200_d3_f3_abc_r21",200,3,3,"ABC-SMC",21,-207.486708731118,1,21,40.3461217880249,"ok"
"n200_d3_f3_abc_r22",200,3,3,"ABC-SMC",22,-206.695475356654,1,22,41.2430710792542,"ok"
"n200_d3_f3_abc_r23",200,3,3,"ABC-SMC",23,-207.255081167121,1,24,47.3920390605927,"ok"
"n200_d3_f3_abc_r24",200,3,3,"ABC-SMC",24,-206.373312212353,1,24,46.6382911205292,"ok"
"n200_d3_f3_abc_r25",200,3,3,"ABC-SMC",25,-188.798614756662,1,19,33.503143787384,"ok"
"n200_d3_f3_abc_r26",200,3,3,"ABC-SMC",26,-198.09708482602,1,22,40.06059217453,"ok"
"n200_d3_f3_abc_r27",200,3,3,"ABC-SMC",27,-203.35901509665,1,22,40.0675740242004,"ok"
"n200_d3_f3_abc_r28",200,3,3,"ABC-SMC",28,-204.306168780402,1,25,47.5282878875732,"ok"
"n200_d3_f3_abc_r29",200,3,3,"ABC-SMC",29,-196.684715623274,1,22,40.3319039344788,"ok"
"n200_d3_f3_abc_r30",200,3,3,"ABC-SMC",30,-205.159597861841,1,21,40.3085279464722,"ok"
"n200_d3_f3_reg_r01",200,3,3,"RE-gaussian",1,-147.316479703699,1,19,307.846330881119,"ok"
"n200_d3_f3_reg_r02",200,3,3,"RE-gaussian",2,-146.756675030729,1,19,359.486783981323,"ok"
"n200_d3_f3_reg_r03",200,3,3,"RE-gaussian",3,-147.429563962841,1,19,297.986232995987,"ok"
"n200_d3_f3_reg_r04",200,3,3,"RE-gaussian",4,-147.516086604617,1,19,314.223925113678,"ok"
"n200_d3_f3_reg_r05",200,3,3,"RE-gaussian",5,-147.066059321251,1,19,302.731719017029,"ok"
"n200_d3_f3_reg_r06",200,3,3,"RE-gaussian",6,-147.423922937892,1,19,305.924093961716,"ok"
"n200_d3_f3_reg_r07",200,3,3,"RE-gaussian",7,-148.033354763719,1,19,306.497305870056,"ok"
"n200_d3_f3_reg_r08",200,3,3,"RE-gaussian",8,-146.95200762913,1,19,303.456583976746,"ok"
"n200_d3_f3_reg_r09",200,3,3,"RE-gaussian",9,-147.093821099108,1,19,303.9176030159,"ok"
"n200_d3_f3_reg_r10",200,3,3,"RE-gaussian",10,-147.625629705482,1,19,307.239092111588,"ok"
"n200_d3_f3_reg_r11",200,3,3,"RE-gaussian",11,-147.684719931362,1,19,308.765012025833,"ok"
"n200_d3_f3_reg_r12",200,3,3,"RE-gaussian",12,-147.374003242792,1,19,308.782772064209,"ok"
"n200_d3_f3_reg_r13",200,3,3,"RE-gaussian",13,-147.353408958978,1,19,308.555042028427,"ok"
"n200_d3_f3_reg_r14",200,3,3,"RE-gaussian",14,-147.414038257217,1,19,282.817754030228,"ok"
"n200_d3_f3_reg_r15",200,3,3,"RE-gaussian",15,-147.188443738384,1,19,310.072058916092,"ok"
"n200_d3_f3_reg_r16",200,3,3,"RE-gaussian",16,-146.932159547851,1,19,307.636279821396,"ok"
"n200_d3_f3_reg_r17",200,3,3,"RE-gaussian",17,-147.642686884423,1,19,309.266381025314,"ok"
"n200_d3_f3_reg_r18",200,3,3,"RE-gaussian",18,-147.079325321733,1,20,366.882128000259,"ok"
"n200_d3_f3_reg_r19",200,3,3,"RE-gaussian",19,-147.691789204589,1,19,307.024435997009,"ok"
"n200_d3_f3_reg_r20",200,3,3,"RE-gaussian",20,-147.768843643497,1,19,309.351552009583,"ok"
"n200_d3_f3_reg_r21",200,3,3,"RE-gaussian",21,-147.649076247804,1,19,305.278168916702,"ok"
"n200_d3_f3_reg_r22",200,3,3,"RE-gaussian",22,-147.445941840954,1,20,387.928302049637,"ok"
"n200_d3_f3_reg_r23",200,3,3,"RE-gaussian",23,-146.707574430911,1,19,270.097229003906,"ok"
"n200_d3_f3_reg_r24",200,3,3,"RE-gaussian",24,-147.473739907651,1,20,358.961287021637,"ok"
"n200_d3_f3_reg_r25",200,3,3,"RE-gaussian",25,-147.347702669236,1,19,329.690661907196,"ok"
"n200_d3_f3_reg_r26",200,3,3,"RE-gaussian",26,-147.189137448125,1,19,310.082972049713,"ok"
"n200_d3_f3_reg_r27",200,3,3,"RE-gaussian",27,-146.978179534715,1,19,327.564656972885,"ok"
"n200_d3_f3_reg_r28",200,3,3,"RE-gaussian",28,-147.281985153282,1,19,318.173507928848,"ok"
"n200_d3_f3_reg_r29",200,3,3,"RE-gaussian",29,-146.813834735917,1,20,320.944511175156,"ok"
"n200_d3_f3_reg_r30",200,3,3,"RE-gaussian",30,-147.467320296994,1,19,322.188498020172,"ok"
"n200_d3_f3_rpm_r01",200,3,3,"RE-pcnmala",1,-149.123817079232,1,22,1328.922976017,"ok"
"n200_d3_f3_rpm_r02",200,3,3,"RE-pcnmala",2,-149.127863966441,1,20,1025.58929085732,"ok"
"n200_d3_f3_rpm_r03",200,3,3,"RE-pcnmala",3,-148.784430354419,1,21,1006.30366277695,"ok"
"n200_d3_f3_rpm_r04",200,3,3,"RE-pcnmala",4,-149.260980383913,1,21,1027.71034598351,"ok"
"n200_d3_f3_rpm_r05",200,3,3,"RE-pcnmala",5,-147.034489021496,1,24,1570.0845220089,"ok"
"n200_d3_f3_rpm_r06",200,3,3,"RE-pcnmala",6,-150.204319502809,1,21,1082.59006285667,"ok"
"n200_d3_f3_rpm_r07",200,3,3,"RE-pcnmala",7,-149.183211901084,1,21,1027.16897201538,"ok"
"n200_d3_f3_rpm_r08",200,3,3,"RE-pcnmala",8,-150.349336049226,1,21,1009.10795807838,"ok"
"n200_d3_f3_rpm_r09",200,3,3,"RE-pcnmala",9,-149.117295037781,1,21,1052.36732506752,"ok"
"n200_d3_f3_rpm_r10",200,3,3,"RE-pcnmala",10,-149.817353302175,1,20,990.608810186386,"ok"
"n200_d3_f3_rpm_r11",200,3,3,"RE-pcnmala",11,-149.412887769413,1,21,1230.19805788994,"ok"
"n200_d3_f3_rpm_r12",200,3,3,"RE-pcnmala",12,-150.146643409369,1,21,1042.8147611618,"ok"
"n200_d3_f3_rpm_r13",200,3,3,"RE-pcnmala",13,-149.715666612725,1,21,1073.96366810799,"ok"
"n200_d3_f3_rpm_r14",200,3,3,"RE-pcnmala",14,-148.317603866213,1,21,969.602937936783,"ok"
"n200_d3_f3_rpm_r15",200,3,3,"RE-pcnmala",15,-150.509226284338,1,22,1329.78682184219,"ok"
"n200_d3_f3_rpm_r16",200,3,3,"RE-pcnmala",16,-150.271651647999,1,21,1048.14801883698,"ok"
"n200_d3_f3_rpm_r17",200,3,3,"RE-pcnmala",17,-148.905247140144,1,21,1045.56383395195,"ok"
"n200_d3_f3_rpm_r18",200,3,3,"RE-pcnmala",18,-149.356249647582,1,21,1036.63094592094,"ok"
"n200_d3_f3_rpm_r19",200,3,3,"RE-pcnmala",19,-149.814230857583,1,21,1000.52164387703,"ok"
"n200_d3_f3_rpm_r20",200,3,3,"RE-pcnmala",20,-149.584431010556,1,20,1026.79121494293,"ok"
"n200_d3_f3_rpm_r21",200,3,3,"RE-pcnmala",21,-149.781724740857,1,21,1088.89556407928,"ok"
"n200_d3_f3_rpm_r22",200,3,3,"RE-pcnmala",22,-150.082753606087,1,21,1040.60356116295,"ok"
"n200_d3_f3_rpm_r23",200,3,3,"RE-pcnmala",23,-149.346602129339,1,21,1062.38757109642,"ok"
"n200_d3_f3_rpm_r24",200,3,3,"RE-pcnmala",24,-150.371456970372,1,21,1089.54924201965,"ok"
"n200_d3_f3_rpm_r25",200,3,3,"RE-pcnmala",25,-149.580997061659,1,21,1035.08943104744,"ok"
"n200_d3_f3_rpm_r26",200,3,3,"RE-pcnmala",26,-149.528460851118,1,21,1034.64526104927,"ok"
"n200_d3_f3_rpm_r27",200,3,3,"RE-pcnmala",27,-149.191569538399,1,22,1352.62577795982,"ok"
"n200_d3_f3_rpm_r28",200,3,3,"RE-pcnmala",28,-149.178792112736,1,21,1038.15060806274,"ok"
"n200_d3_f3_rpm_r29",200,3,3,"RE-pcnmala",29,-149.217120261003,1,20,1046.86375498772,"ok"
"n200_d3_f3_rpm_r30",200,3,3,"RE-pcnmala",30,-149.539221809045,1,21,1262.07766795158,"ok"
"n200_d4_f4_abc_r01",200,4,4,"ABC-SMC",1,-860.629358606466,1,20,48.5892789363861,"ok"
"n200_d4_f4_abc_r02",200,4,4,"ABC-SMC",2,-837.251514292896,1,21,42.6480338573456,"ok"
"n200_d4_f4_abc_r03",200,4,4,"ABC-SMC",3,-813.726772867415,1,25,49.5997090339661,"ok"
"n200_d4_f4_abc_r04",200,4,4,"ABC-SMC",4,-860.955170714453,1,25,50.1540598869324,"ok"
"n200_d4_f4_abc_r05",200,4,4,"ABC-SMC",5,-777.92128367317,1,33,73.0020980834961,"ok"
"n200_d4_f4_abc_r06",200,4,4,"ABC-SMC",6,-809.978293986728,1,31,58.8972461223602,"ok"
"n200_d4_f4_abc_r07",200,4,4,"ABC-SMC",7,-802.224521933365,1,27,54.3659830093384,"ok"
"n200_d4_f4_abc_r08",200,4,4,"ABC-SMC",8,-841.985467253455,1,39,80.5437560081482,"ok"
"n200_d4_f4_abc_r09",200,4,4,"ABC-SMC",9,-841.919039851901,1,40,81.174467086792,"ok"
"n200_d4_f4_abc_r10",200,4,4,"ABC-SMC",10,-823.957005573578,1,24,50.6695070266724,"ok"
"n200_d4_f4_abc_r11",200,4,4,"ABC-SMC",11,-795.215805207499,1,22,45.6994259357452,"ok"
"n200_d4_f4_abc_r12",200,4,4,"ABC-SMC",12,-834.037336991671,1,23,45.7011241912842,"ok"
"n200_d4_f4_abc_r13",200,4,4,"ABC-SMC",13,-823.517184728739,1,38,83.3364951610565,"ok"
"n200_d4_f4_abc_r14",200,4,4,"ABC-SMC",14,-832.327761591045,1,27,57.6405370235443,"ok"
"n200_d4_f4_abc_r15",200,4,4,"ABC-SMC",15,-846.002825849321,1,17,30.8237810134888,"ok"
"n200_d4_f4_abc_r16",200,4,4,"ABC-SMC",16,-875.609026955281,1,22,43.6091380119324,"ok"
"n200_d4_f4_abc_r17",200,4,4,"ABC-SMC",17,-855.01788661454,1,22,43.2020020484924,"ok"
"n200_d4_f4_abc_r18",200,4,4,"ABC-SMC",18,-813.504586023944,1,19,37.9433300495148,"ok"
"n200_d4_f4_abc_r19",200,4,4,"ABC-SMC",19,-842.191364499381,1,22,46.0508689880371,"ok"
"n200_d4_f4_abc_r20",200,4,4,"ABC-SMC",20,-793.356680323058,1,25,52.5878229141235,"ok"
"n200_d4_f4_abc_r21",200,4,4,"ABC-SMC",21,-832.796897390268,1,34,70.1525228023529,"ok"
"n200_d4_f4_abc_r22",200,4,4,"ABC-SMC",22,-847.595137101347,1,26,56.9632921218872,"ok"
"n200_d4_f4_abc_r23",200,4,4,"ABC-SMC",23,-861.655218987781,1,29,58.4790580272675,"ok"
"n200_d4_f4_abc_r24",200,4,4,"ABC-SMC",24,-810.249487945222,1,30,62.0513827800751,"ok"
"n200_d4_f4_abc_r25",200,4,4,"ABC-SMC",25,-825.392360451359,1,27,56.3665511608124,"ok"
"n200_d4_f4_abc_r26",200,4,4,"ABC-SMC",26,-837.800370455683,1,23,44.649600982666,"ok"
"n200_d4_f4_abc_r27",200,4,4,"ABC-SMC",27,-813.959953044092,1,24,51.0322959423065,"ok"
"n200_d4_f4_abc_r28",200,4,4,"ABC-SMC",28,-809.577045620922,1,30,63.7622950077057,"ok"
"n200_d4_f4_abc_r29",200,4,4,"ABC-SMC",29,-820.371969124397,1,27,55.4366700649261,"ok"
"n200_d4_f4_abc_r30",200,4,4,"ABC-SMC",30,-792.892072985639,1,20,43.2910168170929,"ok"
"n200_d4_f4_reg_r01",200,4,4,"RE-gaussian",1,-208.30910714166,1,34,775.510387182236,"ok"
"n200_d4_f4_reg_r02",200,4,4,"RE-gaussian",2,-206.854890736141,1,33,706.858791828156,"ok"
"n200_d4_f4_reg_r03",200,4,4,"RE-gaussian",3,-200.973774737808,1,30,685.49381518364,"ok"
"n200_d4_f4_reg_r04",200,4,4,"RE-gaussian",4,-203.975620817112,1,30,694.71567606926,"ok"
"n200_d4_f4_reg_r05",200,4,4,"RE-gaussian",5,-205.203391880243,1,32,708.550810098648,"ok"
"n200_d4_f4_reg_r06",200,4,4,"RE-gaussian",6,-203.366181201745,1,31,626.425248861313,"ok"
"n200_d4_f4_reg_r07",200,4,4,"RE-gaussian",7,-200.495879646056,1,32,684.513659954071,"ok"
"n200_d4_f4_reg_r08",200,4,4,"RE-gaussian",8,-207.848058951674,1,33,779.301570177078,"ok"
"n200_d4_f4_reg_r09",200,4,4,"RE-gaussian",9,-204.375020271906,1,32,689.246543884277,"ok"
"n200_d4_f4_reg_r10",200,4,4,"RE-gaussian",10,-202.4778099402,1,33,806.742347002029,"ok"
"n200_d4_f4_reg_r11",200,4,4,"RE-gaussian",11,-204.202009145524,1,32,696.673617124557,"ok"
"n200_d4_f4_reg_r12",200,4,4,"RE-gaussian",12,-198.777823271573,1,31,681.646805047989,"ok"
"n200_d4_f4_reg_r13",200,4,4,"RE-gaussian",13,-203.039395197144,1,32,730.648489952087,"ok"
"n200_d4_f4_reg_r14",200,4,4,"RE-gaussian",14,-200.633515848118,1,31,615.017695903778,"ok"
"n200_d4_f4_reg_r15",200,4,4,"RE-gaussian",15,-201.449744338796,1,31,695.707592010498,"ok"
"n200_d4_f4_reg_r16",200,4,4,"RE-gaussian",16,-203.353905097934,1,30,588.91840004921,"ok"
"n200_d4_f4_reg_r17",200,4,4,"RE-gaussian",17,-202.39071016457,1,31,661.526152849197,"ok"
"n200_d4_f4_reg_r18",200,4,4,"RE-gaussian",18,-200.691239470362,1,31,647.468720912933,"ok"
"n200_d4_f4_reg_r19",200,4,4,"RE-gaussian",19,-204.209828708148,1,31,665.716167926788,"ok"
"n200_d4_f4_reg_r20",200,4,4,"RE-gaussian",20,-204.892940214597,1,33,687.025299072266,"ok"
"n200_d4_f4_reg_r21",200,4,4,"RE-gaussian",21,-202.469588391154,1,32,689.220425844193,"ok"
"n200_d4_f4_reg_r22",200,4,4,"RE-gaussian",22,-206.716712880212,1,33,782.408775091171,"ok"
"n200_d4_f4_reg_r23",200,4,4,"RE-gaussian",23,-202.863574744453,1,33,695.231241941452,"ok"
"n200_d4_f4_reg_r24",200,4,4,"RE-gaussian",24,-203.289702616645,1,32,702.633515119553,"ok"
"n200_d4_f4_reg_r25",200,4,4,"RE-gaussian",25,-205.659142140432,1,32,693.61363196373,"ok"
"n200_d4_f4_reg_r26",200,4,4,"RE-gaussian",26,-205.703076228674,1,34,786.283530950546,"ok"
"n200_d4_f4_reg_r27",200,4,4,"RE-gaussian",27,-201.418508619644,1,32,676.381415128708,"ok"
"n200_d4_f4_reg_r28",200,4,4,"RE-gaussian",28,-205.320066597763,1,32,699.725206136703,"ok"
"n200_d4_f4_reg_r29",200,4,4,"RE-gaussian",29,-201.490998611581,1,31,685.255851984024,"ok"
"n200_d4_f4_reg_r30",200,4,4,"RE-gaussian",30,-205.55943858971,1,32,693.543891191483,"ok"
"n200_d4_f4_rpm_r01",200,4,4,"RE-pcnmala",1,-208.484108013021,1,38,3839.18918395042,"ok"
"n200_d4_f4_rpm_r02",200,4,4,"RE-pcnmala",2,-210.479932730736,1,38,3653.41332101822,"ok"
"n200_d4_f4_rpm_r03",200,4,4,"RE-pcnmala",3,-210.262000405803,1,37,3750.33334994316,"ok"
"n200_d4_f4_rpm_r04",200,4,4,"RE-pcnmala",4,-209.048644319947,1,37,3641.75354790688,"ok"
"n200_d4_f4_rpm_r05",200,4,4,"RE-pcnmala",5,-207.208357032959,1,38,3663.04129815102,"ok"
"n200_d4_f4_rpm_r06",200,4,4,"RE-pcnmala",6,-204.876323151716,1,37,3734.99783110619,"ok"
"n200_d4_f4_rpm_r07",200,4,4,"RE-pcnmala",7,-206.191056757356,1,35,3811.94841718674,"ok"
"n200_d4_f4_rpm_r08",200,4,4,"RE-pcnmala",8,-212.475638042428,1,36,3233.03459596634,"ok"
"n200_d4_f4_rpm_r09",200,4,4,"RE-pcnmala",9,-206.320810306932,1,37,3718.78007507324,"ok"
"n200_d4_f4_rpm_r10",200,4,4,"RE-pcnmala",10,-210.474345786457,1,37,3876.13437914848,"ok"
"n200_d4_f4_rpm_r11",200,4,4,"RE-pcnmala",11,-207.061365061572,1,35,3137.3498711586,"ok"
"n200_d4_f4_rpm_r12",200,4,4,"RE-pcnmala",12,-207.129932948122,1,36,3253.03951001167,"ok"
"n200_d4_f4_rpm_r13",200,4,4,"RE-pcnmala",13,-204.718118035422,1,36,3851.91190886498,"ok"
"n200_d4_f4_rpm_r14",200,4,4,"RE-pcnmala",14,-205.427901444235,1,35,3385.2484588623,"ok"
"n200_d4_f4_rpm_r15",200,4,4,"RE-pcnmala",15,-212.450651159309,1,38,3627.09295010567,"ok"
"n200_d4_f4_rpm_r16",200,4,4,"RE-pcnmala",16,-205.525737483498,1,37,3279.26357483864,"ok"
"n200_d4_f4_rpm_r17",200,4,4,"RE-pcnmala",17,-210.644903088418,1,37,3474.93655014038,"ok"
"n200_d4_f4_rpm_r18",200,4,4,"RE-pcnmala",18,-204.574977013898,1,39,4161.33116793633,"ok"
"n200_d4_f4_rpm_r19",200,4,4,"RE-pcnmala",19,-204.772007169526,1,35,3326.6961889267,"ok"
"n200_d4_f4_rpm_r20",200,4,4,"RE-pcnmala",20,-210.091581343383,1,37,3599.15848493576,"ok"
"n200_d4_f4_rpm_r21",200,4,4,"RE-pcnmala",21,-207.212961139833,1,36,3509.68183493614,"ok"
"n200_d4_f4_rpm_r22",200,4,4,"RE-pcnmala",22,-200.85241027551,1,37,3305.06615185738,"ok"
"n200_d4_f4_rpm_r23",200,4,4,"RE-pcnmala",23,-209.318220660315,1,37,3584.73404812813,"ok"
"n200_d4_f4_rpm_r24",200,4,4,"RE-pcnmala",24,-210.363492271309,1,37,3839.56226491928,"ok"
"n200_d4_f4_rpm_r25",200,4,4,"RE-pcnmala",25,-210.59746497216,1,37,3757.52922987938,"ok"
"n200_d4_f4_rpm_r26",200,4,4,"RE-pcnmala",26,-207.853901651148,1,37,3533.44190096855,"ok"
"n200_d4_f4_rpm_r27",200,4,4,"RE-pcnmala",27,-210.981500364206,1,36,3879.67859601974,"ok"
"n200_d4_f4_rpm_r28",200,4,4,"RE-pcnmala",28,-207.704426120385,1,38,4088.86370611191,"ok"
"n200_d4_f4_rpm_r29",200,4,4,"RE-pcnmala",29,-205.614130049704,1,38,3689.63024616242,"ok"
"n200_d4_f4_rpm_r30",200,4,4,"RE-pcnmala",30,-207.12766053359,1,37,3729.10995817184,"ok"
"n300_d2_f2_abc_r01",300,2,2,"ABC-SMC",1,-338.80596141216,1,23,43.8026030063629,"ok"
"n300_d2_f2_abc_r02",300,2,2,"ABC-SMC",2,-338.044958746689,1,21,45.9926800727844,"ok"
"n300_d2_f2_abc_r03",300,2,2,"ABC-SMC",3,-338.143544151997,1,27,59.1849329471588,"ok"
"n300_d2_f2_abc_r04",300,2,2,"ABC-SMC",4,-338.417337085422,1,27,56.7751109600067,"ok"
"n300_d2_f2_abc_r05",300,2,2,"ABC-SMC",5,-329.570695123001,1,24,49.9496018886566,"ok"
"n300_d2_f2_abc_r06",300,2,2,"ABC-SMC",6,-334.475495818901,1,24,51.2269010543823,"ok"
"n300_d2_f2_abc_r07",300,2,2,"ABC-SMC",7,-328.401882484676,1,25,50.6094641685486,"ok"
"n300_d2_f2_abc_r08",300,2,2,"ABC-SMC",8,-336.082914052679,1,18,36.072075843811,"ok"
"n300_d2_f2_abc_r09",300,2,2,"ABC-SMC",9,-334.084453201373,1,25,51.1867558956146,"ok"
"n300_d2_f2_abc_r10",300,2,2,"ABC-SMC",10,-333.485046403212,1,23,44.3420248031616,"ok"
"n300_d2_f2_abc_r11",300,2,2,"ABC-SMC",11,-335.417898894227,1,19,38.0601859092712,"ok"
"n300_d2_f2_abc_r12",300,2,2,"ABC-SMC",12,-337.199742912175,1,23,44.177328824997,"ok"
"n300_d2_f2_abc_r13",300,2,2,"ABC-SMC",13,-335.085962190918,1,26,51.2639651298523,"ok"
"n300_d2_f2_abc_r14",300,2,2,"ABC-SMC",14,-337.02224522664,1,26,57.9563760757446,"ok"
"n300_d2_f2_abc_r15",300,2,2,"ABC-SMC",15,-330.546953132758,1,23,45.2840299606323,"ok"
"n300_d2_f2_abc_r16",300,2,2,"ABC-SMC",16,-335.581299344996,1,28,59.0783681869507,"ok"
"n300_d2_f2_abc_r17",300,2,2,"ABC-SMC",17,-337.88463654755,1,31,71.6668751239777,"ok"
"n300_d2_f2_abc_r18",300,2,2,"ABC-SMC",18,-328.488312027721,1,25,52.9676649570465,"ok"
"n300_d2_f2_abc_r19",300,2,2,"ABC-SMC",19,-322.841976316991,1,14,28.2036771774292,"ok"
"n300_d2_f2_abc_r20",300,2,2,"ABC-SMC",20,-327.306541688086,1,25,51.9410171508789,"ok"
"n300_d2_f2_abc_r21",300,2,2,"ABC-SMC",21,-336.943261076379,1,27,57.5835840702057,"ok"
"n300_d2_f2_abc_r22",300,2,2,"ABC-SMC",22,-340.957568617448,1,22,44.8996500968933,"ok"
"n300_d2_f2_abc_r23",300,2,2,"ABC-SMC",23,-335.292382519155,1,24,52.6893620491028,"ok"
"n300_d2_f2_abc_r24",300,2,2,"ABC-SMC",24,-337.136825448872,1,25,52.3819608688354,"ok"
"n300_d2_f2_abc_r25",300,2,2,"ABC-SMC",25,-334.807174305437,1,23,51.225741147995,"ok"
"n300_d2_f2_abc_r26",300,2,2,"ABC-SMC",26,-338.034680834828,1,26,57.9126091003418,"ok"
"n300_d2_f2_abc_r27",300,2,2,"ABC-SMC",27,-337.58105801649,1,25,51.9760510921478,"ok"
"n300_d2_f2_abc_r28",300,2,2,"ABC-SMC",28,-335.353777542455,1,23,45.7454030513763,"ok"
"n300_d2_f2_abc_r29",300,2,2,"ABC-SMC",29,-335.004750265681,1,23,53.1329209804535,"ok"
"n300_d2_f2_abc_r30",300,2,2,"ABC-SMC",30,-320.264892198519,1,22,45.8956141471863,"ok"
"n300_d2_f2_reg_r01",300,2,2,"RE-gaussian",1,-204.421855682142,1,25,1131.0363240242,"ok"
"n300_d2_f2_reg_r02",300,2,2,"RE-gaussian",2,-205.674329908043,1,25,1109.25407910347,"ok"
"n300_d2_f2_reg_r03",300,2,2,"RE-gaussian",3,-204.523482486408,1,25,1162.98693799973,"ok"
"n300_d2_f2_reg_r04",300,2,2,"RE-gaussian",4,-203.952720179945,1,26,1149.53875494003,"ok"
"n300_d2_f2_reg_r05",300,2,2,"RE-gaussian",5,-204.293858900801,1,25,1156.42251420021,"ok"
"n300_d2_f2_reg_r06",300,2,2,"RE-gaussian",6,-204.662819290728,1,25,1093.26027393341,"ok"
"n300_d2_f2_reg_r07",300,2,2,"RE-gaussian",7,-204.739796943963,1,25,1091.74723505974,"ok"
"n300_d2_f2_reg_r08",300,2,2,"RE-gaussian",8,-205.204170496282,1,24,1084.19212794304,"ok"
"n300_d2_f2_reg_r09",300,2,2,"RE-gaussian",9,-205.033410299079,1,25,1119.56252479553,"ok"
"n300_d2_f2_reg_r10",300,2,2,"RE-gaussian",10,-205.532842287474,1,25,1120.08372998238,"ok"
"n300_d2_f2_reg_r11",300,2,2,"RE-gaussian",11,-204.749026518026,1,24,1078.31645298004,"ok"
"n300_d2_f2_reg_r12",300,2,2,"RE-gaussian",12,-205.281890508927,1,25,1094.69207715988,"ok"
"n300_d2_f2_reg_r13",300,2,2,"RE-gaussian",13,-204.562712887751,1,25,1107.68320608139,"ok"
"n300_d2_f2_reg_r14",300,2,2,"RE-gaussian",14,-204.668550668095,1,25,1103.62118697166,"ok"
"n300_d2_f2_reg_r15",300,2,2,"RE-gaussian",15,-204.700132829772,1,25,1111.80872106552,"ok"
"n300_d2_f2_reg_r16",300,2,2,"RE-gaussian",16,-204.903583924938,1,24,1089.48205804825,"ok"
"n300_d2_f2_reg_r17",300,2,2,"RE-gaussian",17,-205.405841952931,1,24,1113.73797607422,"ok"
"n300_d2_f2_reg_r18",300,2,2,"RE-gaussian",18,-205.319592763591,1,25,1101.73500800133,"ok"
"n300_d2_f2_reg_r19",300,2,2,"RE-gaussian",19,-204.000163217451,1,25,1108.03631401062,"ok"
"n300_d2_f2_reg_r20",300,2,2,"RE-gaussian",20,-205.447759210381,1,25,1114.14057397842,"ok"
"n300_d2_f2_reg_r21",300,2,2,"RE-gaussian",21,-203.795856973012,1,26,1120.79409313202,"ok"
"n300_d2_f2_reg_r22",300,2,2,"RE-gaussian",22,-205.525349051942,1,25,1108.83628201485,"ok"
"n300_d2_f2_reg_r23",300,2,2,"RE-gaussian",23,-205.346540387047,1,25,1125.37635087967,"ok"
"n300_d2_f2_reg_r24",300,2,2,"RE-gaussian",24,-204.541340813645,1,24,932.440048933029,"ok"
"n300_d2_f2_reg_r25",300,2,2,"RE-gaussian",25,-206.584710554648,1,25,1121.1343460083,"ok"
"n300_d2_f2_reg_r26",300,2,2,"RE-gaussian",26,-205.063286712031,1,25,1124.88802099228,"ok"
"n300_d2_f2_reg_r27",300,2,2,"RE-gaussian",27,-205.34184865687,1,25,1108.37978696823,"ok"
"n300_d2_f2_reg_r28",300,2,2,"RE-gaussian",28,-205.160440550953,1,25,1082.35117197037,"ok"
"n300_d2_f2_reg_r29",300,2,2,"RE-gaussian",29,-205.732236998628,1,24,1104.71570801735,"ok"
"n300_d2_f2_reg_r30",300,2,2,"RE-gaussian",30,-206.007699637736,1,25,1102.14450407028,"ok"
"n300_d2_f2_rpm_r01",300,2,2,"RE-pcnmala",1,-208.038870882968,1,27,1670.6260008812,"ok"
"n300_d2_f2_rpm_r02",300,2,2,"RE-pcnmala",2,-209.626772513307,1,27,1748.11276006699,"ok"
"n300_d2_f2_rpm_r03",300,2,2,"RE-pcnmala",3,-209.409009723297,1,26,1687.02663707733,"ok"
"n300_d2_f2_rpm_r04",300,2,2,"RE-pcnmala",4,-206.967867605212,1,27,2039.09441494942,"ok"
"n300_d2_f2_rpm_r05",300,2,2,"RE-pcnmala",5,-206.092892655215,1,28,2125.73512506485,"ok"
"n300_d2_f2_rpm_r06",300,2,2,"RE-pcnmala",6,-208.455756800262,1,27,1653.19287610054,"ok"
"n300_d2_f2_rpm_r07",300,2,2,"RE-pcnmala",7,-208.17445358427,1,28,1960.87497401237,"ok"
"n300_d2_f2_rpm_r08",300,2,2,"RE-pcnmala",8,-207.061404571706,1,28,1994.42490005493,"ok"
"n300_d2_f2_rpm_r09",300,2,2,"RE-pcnmala",9,-208.490627935538,1,28,2153.06729912758,"ok"
"n300_d2_f2_rpm_r10",300,2,2,"RE-pcnmala",10,-207.060230896863,1,26,1636.41566896439,"ok"
"n300_d2_f2_rpm_r11",300,2,2,"RE-pcnmala",11,-207.741365528544,1,27,1607.39049601555,"ok"
