"id","n","data_q","fit_q","algo","rep","logZ","eps","iters","secs","status"
"n100_d3_f3_rpm_r17",100,3,3,"RE-pcnmala",17,-67.4355234134417,1,14,585.735687971115,"ok"
"n100_d3_f3_rpm_r18",100,3,3,"RE-pcnmala",18,-67.7275175128925,1,14,660.940269947052,"ok"
"n100_d3_f3_rpm_r19",100,3,3,"RE-pcnmala",19,-67.7634909545398,1,14,658.536195993423,"ok"
"n100_d3_f3_rpm_r20",100,3,3,"RE-pcnmala",20,-66.9590851330142,1,15,918.539214849472,"ok"
"n100_d3_f3_rpm_r21",100,3,3,"RE-pcnmala",21,-67.1304179212476,1,14,957.891970872879,"ok"
"n100_d3_f3_rpm_r22",100,3,3,"RE-pcnmala",22,-67.4001461684908,1,14,635.878159046173,"ok"
"n100_d3_f3_rpm_r23",100,3,3,"RE-pcnmala",23,-67.461345261754,1,14,710.519479036331,"ok"
"n100_d3_f3_rpm_r24",100,3,3,"RE-pcnmala",24,-66.9605627031414,1,15,893.690871953964,"ok"
"n100_d3_f3_rpm_r25",100,3,3,"RE-pcnmala",25,-67.5728495834235,1,14,687.868919849396,"ok"
"n100_d3_f3_rpm_r26",100,3,3,"RE-pcnmala",26,-67.8454787282966,1,15,981.980169057846,"ok"
"n100_d3_f3_rpm_r27",100,3,3,"RE-pcnmala",27,-67.3340678697036,1,14,703.710712909698,"ok"
"n100_d3_f3_rpm_r28",100,3,3,"RE-pcnmala",28,-67.4333125167731,1,14,683.984262943268,"ok"
"n100_d3_f3_rpm_r29",100,3,3,"RE-pcnmala",29,-67.0503936327839,1,15,713.697525024414,"ok"
"n100_d3_f3_rpm_r30",100,3,3,"RE-pcnmala",30,-67.1188709156416,1,15,861.15420293808,"ok"
"n100_d3_f4_abc_r01",100,3,4,"ABC-SMC",1,-84.6148150091301,1,20,36.1015179157257,"ok"
"n100_d3_f4_abc_r02",100,3,4,"ABC-SMC",2,-79.9144224676333,1,22,38.280678987503,"ok"
"n100_d3_f4_abc_r03",100,3,4,"ABC-SMC",3,-85.8636698787872,1,18,32.090891122818,"ok"
"n100_d3_f4_abc_r04",100,3,4,"ABC-SMC",4,-83.526345582449,1,20,36.651967048645,"ok"
"n100_d3_f4_abc_r05",100,3,4,"ABC-SMC",5,-84.9170767723278,1,18,32.5768599510193,"ok"
"n100_d3_f4_abc_r06",100,3,4,"ABC-SMC",6,-77.4005358878659,1,17,29.7365169525146,"ok"
"n100_d3_f4_abc_r07",100,3,4,"ABC-SMC",7,-81.332913363591,1,19,42.5026340484619,"ok"
"n100_d3_f4_abc_r08",100,3,4,"ABC-SMC",8,-83.4738146810734,1,19,40.6492719650269,"ok"
"n100_d3_f4_abc_r09",100,3,4,"ABC-SMC",9,-82.7747718179067,1,20,45.0817379951477,"ok"
"n100_d3_f4_abc_r10",100,3,4,"ABC-SMC",10,-81.7436452993389,1,21,47.7671740055084,"ok"
"n100_d3_f4_abc_r11",100,3,4,"ABC-SMC",11,-80.0170874769863,1,17,34.7057130336761,"ok"
"n100_d3_f4_abc_r12",100,3,4,"ABC-SMC",12,-84.0018591003417,1,19,45.2194459438324,"ok"
"n100_d3_f4_abc_r13",100,3,4,"ABC-SMC",13,-79.2943501440865,1,20,38.7451479434967,"ok"
"n100_d3_f4_abc_r14",100,3,4,"ABC-SMC",14,-83.0373664655136,1,18,37.491956949234,"ok"
"n100_d3_f4_abc_r15",100,3,4,"ABC-SMC",15,-83.0624885909001,1,20,43.7438440322876,"ok"
"n100_d3_f4_abc_r16",100,3,4,"ABC-SMC",16,-80.0488379586383,1,23,50.5487720966339,"ok"
"n100_d3_f4_abc_r17",100,3,4,"ABC-SMC",17,-84.0851086719882,1,19,42.5026650428772,"ok"
"n100_d3_f4_abc_r18",100,3,4,"ABC-SMC",18,-81.676637267472,1,21,46.7765390872955,"ok"
"n100_d3_f4_abc_r19",100,3,4,"ABC-SMC",19,-82.200888263167,1,20,48.1924569606781,"ok"
"n100_d3_f4_abc_r20",100,3,4,"ABC-SMC",20,-82.4527834538244,1,19,42.2181460857391,"ok"
"n100_d3_f4_abc_r21",100,3,4,"ABC-SMC",21,-80.3143223575549,1,20,42.6256430149078,"ok"
"n100_d3_f4_abc_r22",100,3,4,"ABC-SMC",22,-80.4933840487299,1,20,39.4192008972168,"ok"
"n100_d3_f4_abc_r23",100,3,4,"ABC-SMC",23,-73.9840142044394,1,16,31.7654371261597,"ok"
"n100_d3_f4_abc_r24",100,3,4,"ABC-SMC",24,-79.6334187140906,1,22,43.8589158058167,"ok"
"n100_d3_f4_abc_r25",100,3,4,"ABC-SMC",25,-83.7981089030695,1,19,37.3186378479004,"ok"
"n100_d3_f4_abc_r26",100,3,4,"ABC-SMC",26,-79.4985428709802,1,20,42.938854932785,"ok"
"n100_d3_f4_abc_r27",100,3,4,"ABC-SMC",27,-83.8248099588049,1,21,43.1091799736023,"ok"
"n100_d3_f4_abc_r28",100,3,4,"ABC-SMC",28,-80.9187843961949,1,20,44.5314049720764,"ok"
"n100_d3_f4_abc_r29",100,3,4,"ABC-SMC",29,-78.8641843611208,1,19,34.6027591228485,"ok"
"n100_d3_f4_abc_r30",100,3,4,"ABC-SMC",30,-84.4143196059779,1,18,36.7414560317993,"ok"
"n100_d3_f4_reg_r01",100,3,4,"RE-gaussian",1,-67.2673366445483,1,14,99.349536895752,"ok"
"n100_d3_f4_reg_r02",100,3,4,"RE-gaussian",2,-67.5680141625895,1,14,99.779128074646,"ok"
"n100_d3_f4_reg_r03",100,3,4,"RE-gaussian",3,-67.7063613371951,1,14,99.7612891197205,"ok"
"n100_d3_f4_reg_r04",100,3,4,"RE-gaussian",4,-67.5836238347588,1,14,99.0823669433594,"ok"
"n100_d3_f4_reg_r05",100,3,4,"RE-gaussian",5,-67.7068248103616,1,14,98.6636779308319,"ok"
"n100_d3_f4_reg_r06",100,3,4,"RE-gaussian",6,-67.515333611476,1,14,118.651540994644,"ok"
"n100_d3_f4_reg_r07",100,3,4,"RE-gaussian",7,-67.7195580679667,1,15,127.086869001389,"ok"
"n100_d3_f4_reg_r08",100,3,4,"RE-gaussian",8,-67.9268318051093,1,14,122.76687502861,"ok"
"n100_d3_f4_reg_r09",100,3,4,"RE-gaussian",9,-67.925599288032,1,14,122.779712200165,"ok"
"n100_d3_f4_reg_r10",100,3,4,"RE-gaussian",10,-67.8307099888825,1,14,122.056106090546,"ok"
"n100_d3_f4_reg_r11",100,3,4,"RE-gaussian",11,-67.5765307999456,1,15,120.909317016602,"ok"
"n100_d3_f4_reg_r12",100,3,4,"RE-gaussian",12,-67.3905425355328,1,14,117.960477113724,"ok"
"n100_d3_f4_reg_r13",100,3,4,"RE-gaussian",13,-67.7297088349967,1,15,121.085274219513,"ok"
"n100_d3_f4_reg_r14",100,3,4,"RE-gaussian",14,-67.7311533056436,1,14,114.922756910324,"ok"
"n100_d3_f4_reg_r15",100,3,4,"RE-gaussian",15,-68.2397097249869,1,14,115.423431873322,"ok"
"n100_d3_f4_reg_r16",100,3,4,"RE-gaussian",16,-67.3640030650669,1,14,112.079085826874,"ok"
"n100_d3_f4_reg_r17",100,3,4,"RE-gaussian",17,-67.4398011416994,1,14,111.349261045456,"ok"
"n100_d3_f4_reg_r18",100,3,4,"RE-gaussian",18,-67.417921531945,1,14,112.157379865646,"ok"
"n100_d3_f4_reg_r19",100,3,4,"RE-gaussian",19,-67.446610312571,1,14,112.66752910614,"ok"
"n100_d3_f4_reg_r20",100,3,4,"RE-gaussian",20,-67.3624740597166,1,14,111.537954807281,"ok"
"n100_d3_f4_reg_r21",100,3,4,"RE-gaussian",21,-67.1452535168233,1,14,112.094721078873,"ok"
"n100_d3_f4_reg_r22",100,3,4,"RE-gaussian",22,-67.9802095380475,1,14,115.212166070938,"ok"
"n100_d3_f4_reg_r23",100,3,4,"RE-gaussian",23,-67.4553797394538,1,14,116.20154094696,"ok"
"n100_d3_f4_reg_r24",100,3,4,"RE-gaussian",24,-67.9355577233626,1,14,123.025624036789,"ok"
"n100_d3_f4_reg_r25",100,3,4,"RE-gaussian",25,-67.3276177995031,1,14,125.921128034592,"ok"
"n100_d3_f4_reg_r26",100,3,4,"RE-gaussian",26,-67.5124006961259,1,14,126.876008987427,"ok"
"n100_d3_f4_reg_r27",100,3,4,"RE-gaussian",27,-67.1113524978406,1,14,128.723409891129,"ok"
"n100_d3_f4_reg_r28",100,3,4,"RE-gaussian",28,-67.4054744939648,1,14,138.150104045868,"ok"
"n100_d3_f4_reg_r29",100,3,4,"RE-gaussian",29,-67.47343559493,1,14,144.862279176712,"ok"
"n100_d3_f4_reg_r30",100,3,4,"RE-gaussian",30,-66.9454017019988,1,14,146.238540887833,"ok"
"n100_d3_f4_rpm_r01",100,3,4,"RE-pcnmala",1,-68.4063831233811,1,15,650.866759061813,"ok"
"n100_d3_f4_rpm_r02",100,3,4,"RE-pcnmala",2,-68.4322374679557,1,15,650.844881057739,"ok"
"n100_d3_f4_rpm_r03",100,3,4,"RE-pcnmala",3,-68.6510163536966,1,15,852.819838047028,"ok"
"n100_d3_f4_rpm_r04",100,3,4,"RE-pcnmala",4,-68.4846540894671,1,16,880.519883871078,"ok"
"n100_d3_f4_rpm_r05",100,3,4,"RE-pcnmala",5,-68.4765667535762,1,15,642.873061180115,"ok"
"n100_d3_f4_rpm_r06",100,3,4,"RE-pcnmala",6,-68.2286999444884,1,15,1113.51275897026,"ok"
"n100_d3_f4_rpm_r07",100,3,4,"RE-pcnmala",7,-68.4174516103142,1,15,1015.30558609962,"ok"
"n100_d3_f4_rpm_r08",100,3,4,"RE-pcnmala",8,-68.8849207863127,1,15,769.886832952499,"ok"
"n100_d3_f4_rpm_r09",100,3,4,"RE-pcnmala",9,-68.8281143184395,1,15,1151.03229808807,"ok"
"n100_d3_f4_rpm_r10",100,3,4,"RE-pcnmala",10,-68.9764597409471,1,15,987.341735124588,"ok"
"n100_d3_f4_rpm_r11",100,3,4,"RE-pcnmala",11,-68.059269624862,1,16,1026.7008869648,"ok"
"n100_d3_f4_rpm_r12",100,3,4,"RE-pcnmala",12,-68.2897082461315,1,15,1116.84292411804,"ok"
"n100_d3_f4_rpm_r13",100,3,4,"RE-pcnmala",13,-69.4433136654642,1,16,1218.22331690788,"ok"
"n100_d3_f4_rpm_r14",100,3,4,"RE-pcnmala",14,-68.4139639183827,1,15,1129.00135302544,"ok"
"n100_d3_f4_rpm_r15",100,3,4,"RE-pcnmala",15,-68.3852696503626,1,15,1085.72603583336,"ok"
"n100_d3_f4_rpm_r16",100,3,4,"RE-pcnmala",16,-68.4512908910302,1,15,1154.34228897095,"ok"
"n100_d3_f4_rpm_r17",100,3,4,"RE-pcnmala",17,-68.7793327319758,1,15,1089.92439579964,"ok"
"n100_d3_f4_rpm_r18",100,3,4,"RE-pcnmala",18,-68.8612745437187,1,15,1196.26149010658,"ok"
"n100_d3_f4_rpm_r19",100,3,4,"RE-pcnmala",19,-68.3414325559496,1,15,836.285768985748,"ok"
"n100_d3_f4_rpm_r20",100,3,4,"RE-pcnmala",20,-68.5936440815957,1,15,1073.0147960186,"ok"
"n100_d3_f4_rpm_r21",100,3,4,"RE-pcnmala",21,-68.2637301277693,1,15,1087.36202287674,"ok"
"n100_d3_f4_rpm_r22",100,3,4,"RE-pcnmala",22,-68.7604468775922,1,16,1124.10352802277,"ok"
"n100_d3_f4_rpm_r23",100,3,4,"RE-pcnmala",23,-68.8772117468783,1,16,776.42681312561,"ok"
"n100_d3_f4_rpm_r24",100,3,4,"RE-pcnmala",24,-69.0186742666766,1,15,771.419046878815,"ok"
"n100_d3_f4_rpm_r25",100,3,4,"RE-pcnmala",25,-69.0064918111821,1,15,1081.29402709007,"ok"
"n100_d3_f4_rpm_r26",100,3,4,"RE-pcnmala",26,-68.5688000497364,1,15,745.202476978302,"ok"
"n100_d3_f4_rpm_r27",100,3,4,"RE-pcnmala",27,-68.0635462944769,1,15,981.66614818573,"ok"
"n100_d3_f4_rpm_r28",100,3,4,"RE-pcnmala",28,-68.4977786984948,1,15,959.5795109272,"ok"
"n100_d3_f4_rpm_r29",100,3,4,"RE-pcnmala",29,-68.4165330538164,1,16,1063.69705104828,"ok"
"n100_d3_f4_rpm_r30",100,3,4,"RE-pcnmala",30,-67.98733416566,1,15,915.21737909317,"ok"
"n100_d4_f2_abc_r01",100,4,2,"ABC-SMC",1,-265.445148723138,1,22,38.1225109100342,"ok"
"n100_d4_f2_abc_r02",100,4,2,"ABC-SMC",2,-277.336535299791,1,21,32.8788979053497,"ok"
"n100_d4_f2_abc_r03",100,4,2,"ABC-SMC",3,-296.770829039794,1,28,51.3193759918213,"ok"
"n100_d4_f2_abc_r04",100,4,2,"ABC-SMC",4,-283.038554078761,1,16,28.0306830406189,"ok"
"n100_d4_f2_abc_r05",100,4,2,"ABC-SMC",5,-293.134169400965,1,22,38.1489038467407,"ok"
"n100_d4_f2_abc_r06",100,4,2,"ABC-SMC",6,-277.478644002832,1,30,66.7496018409729,"ok"
"n100_d4_f2_abc_r07",100,4,2,"ABC-SMC",7,-298.304864472812,1,22,45.2959940433502,"ok"
"n100_d4_f2_abc_r08",100,4,2,"ABC-SMC",8,-274.622327057804,1,24,53.15744805336,"ok"
"n100_d4_f2_abc_r09",100,4,2,"ABC-SMC",9,-288.034983589012,1,29,65.8749837875366,"ok"
"n100_d4_f2_abc_r10",100,4,2,"ABC-SMC",10,-283.623671022364,1,28,59.7246170043945,"ok"
"n100_d4_f2_abc_r11",100,4,2,"ABC-SMC",11,-281.159331185749,1,28,61.4683651924133,"ok"
"n100_d4_f2_abc_r12",100,4,2,"ABC-SMC",12,-276.209537444858,1,27,62.4366970062256,"ok"
"n100_d4_f2_abc_r13",100,4,2,"ABC-SMC",13,-263.628007559223,1,26,55.4247679710388,"ok"
"n100_d4_f2_abc_r14",100,4,2,"ABC-SMC",14,-286.802539417119,1,26,59.0036549568176,"ok"
"n100_d4_f2_abc_r15",100,4,2,"ABC-SMC",15,-299.803415060541,1,31,66.778874874115,"ok"
"n100_d4_f2_abc_r16",100,4,2,"ABC-SMC",16,-271.129204677736,1,21,44.7810158729553,"ok"
"n100_d4_f2_abc_r17",100,4,2,"ABC-SMC",17,-286.701002631338,1,28,60.4774010181427,"ok"
"n100_d4_f2_abc_r18",100,4,2,"ABC-SMC",18,-281.311920100984,1,21,40.2572638988495,"ok"
"n100_d4_f2_abc_r19",100,4,2,"ABC-SMC",19,-304.950874756842,1,28,61.0560030937195,"ok"
"n100_d4_f2_abc_r20",100,4,2,"ABC-SMC",20,-290.564718826519,1,20,45.4385440349579,"ok"
"n100_d4_f2_abc_r21",100,4,2,"ABC-SMC",21,-275.453648209734,1,30,62.5323600769043,"ok"
"n100_d4_f2_abc_r22",100,4,2,"ABC-SMC",22,-271.737652378486,1,21,45.8445041179657,"ok"
"n100_d4_f2_abc_r23",100,4,2,"ABC-SMC",23,-297.835161849468,1,17,32.5971229076385,"ok"
"n100_d4_f2_abc_r24",100,4,2,"ABC-SMC",24,-285.310259394867,1,27,51.4231278896332,"ok"
"n100_d4_f2_abc_r25",100,4,2,"ABC-SMC",25,-281.775026128897,1,28,57.398716211319,"ok"
"n100_d4_f2_abc_r26",100,4,2,"ABC-SMC",26,-293.184678932534,1,26,50.9170310497284,"ok"
"n100_d4_f2_abc_r27",100,4,2,"ABC-SMC",27,-299.952200202866,1,23,50.6882331371307,"ok"
"n100_d4_f2_abc_r28",100,4,2,"ABC-SMC",28,-277.820064024645,1,28,64.5179080963135,"ok"
"n100_d4_f2_abc_r29",100,4,2,"ABC-SMC",29,-285.621735587842,1,17,40.5375559329987,"ok"
"n100_d4_f2_abc_r30",100,4,2,"ABC-SMC",30,-285.173484635549,1,24,46.0402760505676,"ok"
"n100_d4_f2_reg_r01",100,4,2,"RE-gaussian",1,-106.2758944672,1,20,148.860467910767,"ok"
"n100_d4_f2_reg_r02",100,4,2,"RE-gaussian",2,-105.815886419665,1,20,146.61240696907,"ok"
"n100_d4_f2_reg_r03",100,4,2,"RE-gaussian",3,-106.376899460687,1,20,147.278680086136,"ok"
"n100_d4_f2_reg_r04",100,4,2,"RE-gaussian",4,-106.234432282054,1,20,147.851531028748,"ok"
"n100_d4_f2_reg_r05",100,4,2,"RE-gaussian",5,-106.328978516839,1,20,149.456331968307,"ok"
"n100_d4_f2_reg_r06",100,4,2,"RE-gaussian",6,-106.345845258359,1,20,169.217887878418,"ok"
"n100_d4_f2_reg_r07",100,4,2,"RE-gaussian",7,-106.148237435383,1,20,167.717962026596,"ok"
"n100_d4_f2_reg_r08",100,4,2,"RE-gaussian",8,-106.230199509644,1,20,160.551415920258,"ok"
"n100_d4_f2_reg_r09",100,4,2,"RE-gaussian",9,-106.434280175567,1,20,184.026613950729,"ok"
"n100_d4_f2_reg_r10",100,4,2,"RE-gaussian",10,-105.918797251379,1,20,186.596592903137,"ok"
"n100_d4_f2_reg_r11",100,4,2,"RE-gaussian",11,-106.390857128503,1,20,176.220405817032,"ok"
"n100_d4_f2_reg_r12",100,4,2,"RE-gaussian",12,-106.290655174269,1,20,176.730163812637,"ok"
"n100_d4_f2_reg_r13",100,4,2,"RE-gaussian",13,-106.319904374552,1,20,166.205629825592,"ok"
"n100_d4_f2_reg_r14",100,4,2,"RE-gaussian",14,-106.106485645758,1,20,163.386234998703,"ok"
"n100_d4_f2_reg_r15",100,4,2,"RE-gaussian",15,-106.165520612369,1,20,155.601886987686,"ok"
"n100_d4_f2_reg_r16",100,4,2,"RE-gaussian",16,-106.085553079713,1,19,166.577347040176,"ok"
"n100_d4_f2_reg_r17",100,4,2,"RE-gaussian",17,-106.075482612376,1,20,163.650130033493,"ok"
"n100_d4_f2_reg_r18",100,4,2,"RE-gaussian",18,-106.387464049042,1,20,162.746938943863,"ok"
"n100_d4_f2_reg_r19",100,4,2,"RE-gaussian",19,-105.94373139906,1,20,166.64107298851,"ok"
"n100_d4_f2_reg_r20",100,4,2,"RE-gaussian",20,-106.059786612511,1,20,168.424144029617,"ok"
"n100_d4_f2_reg_r21",100,4,2,"RE-gaussian",21,-106.395897844856,1,20,172.297415971756,"ok"
"n100_d4_f2_reg_r22",100,4,2,"RE-gaussian",22,-106.499018287379,1,20,163.155544042587,"ok"
"n100_d4_f2_reg_r23",100,4,2,"RE-gaussian",23,-106.48441120114,1,20,167.60293507576,"ok"
"n100_d4_f2_reg_r24",100,4,2,"RE-gaussian",24,-105.81496778079,1,20,171.312227010727,"ok"
"n100_d4_f2_reg_r25",100,4,2,"RE-gaussian",25,-106.723249399454,1,20,172.748910903931,"ok"
"n100_d4_f2_reg_r26",100,4,2,"RE-gaussian",26,-106.718105930327,1,20,170.840185165405,"ok"
"n100_d4_f2_reg_r27",100,4,2,"RE-gaussian",27,-105.938322529654,1,20,169.631122112274,"ok"
"n100_d4_f2_reg_r28",100,4,2,"RE-gaussian",28,-105.571193945216,1,20,168.42653799057,"ok"
"n100_d4_f2_reg_r29",100,4,2,"RE-gaussian",29,-105.953755145509,1,20,168.962110996246,"ok"
"n100_d4_f2_reg_r30",100,4,2,"RE-gaussian",30,-106.373050827923,1,20,166.928560972214,"ok"
"n100_d4_f2_rpm_r01",100,4,2,"RE-pcnmala",1,-108.674842132843,1,22,1224.28163099289,"ok"
"n100_d4_f2_rpm_r02",100,4,2,"RE-pcnmala",2,-106.606889816837,1,22,906.01796078682,"ok"
"n100_d4_f2_rpm_r03",100,4,2,"RE-pcnmala",3,-107.83039576259,1,23,1133.12454104424,"ok"
"n100_d4_f2_rpm_r04",100,4,2,"RE-pcnmala",4,-108.113932390011,1,23,1187.77842497826,"ok"
"n100_d4_f2_rpm_r05",100,4,2,"RE-pcnmala",5,-107.371627918179,1,22,910.563787937164,"ok"
"n100_d4_f2_rpm_r06",100,4,2,"RE-pcnmala",6,-107.701450804234,1,22,1554.05476403236,"ok"
"n100_d4_f2_rpm_r07",100,4,2,"RE-pcnmala",7,-108.374310312102,1,22,1111.1389977932,"ok"
"n100_d4_f2_rpm_r08",100,4,2,"RE-pcnmala",8,-108.006282143736,1,22,1117.44701504707,"ok"
"n100_d4_f2_rpm_r09",100,4,2,"RE-pcnmala",9,-108.262720501069,1,22,1418.17919707298,"ok"
"n100_d4_f2_rpm_r10",100,4,2,"RE-pcnmala",10,-107.50875718114,1,22,1245.11966395378,"ok"
"n100_d4_f2_rpm_r11",100,4,2,"RE-pcnmala",11,-107.129629772103,1,23,1648.43271422386,"ok"
"n100_d4_f2_rpm_r12",100,4,2,"RE-pcnmala",12,-108.254474212153,1,21,1273.12194800377,"ok"
"n100_d4_f2_rpm_r13",100,4,2,"RE-pcnmala",13,-108.390812600043,1,22,1169.94571590424,"ok"
"n100_d4_f2_rpm_r14",100,4,2,"RE-pcnmala",14,-107.271668203247,1,23,1448.05656599998,"ok"
"n100_d4_f2_rpm_r15",100,4,2,"RE-pcnmala",15,-108.872988993247,1,22,1106.32220411301,"ok"
"n100_d4_f2_rpm_r16",100,4,2,"RE-pcnmala",16,-107.896099534416,1,22,1290.63367605209,"ok"
"n100_d4_f2_rpm_r17",100,4,2,"RE-pcnmala",17,-108.246055324566,1,23,1425.52080392838,"ok"
"n100_d4_f2_rpm_r18",100,4,2,"RE-pcnmala",18,-107.840827657336,1,23,1363.58463406563,"ok"
"n100_d4_f2_rpm_r19",100,4,2,"RE-pcnmala",19,-107.412303077553,1,22,1073.87837982178,"ok"
"n100_d4_f2_rpm_r20",100,4,2,"RE-pcnmala",20,-107.604862201526,1,22,1028.38785600662,"ok"
"n100_d4_f2_rpm_r21",100,4,2,"RE-pcnmala",21,-107.611906915262,1,23,1339.23236012459,"ok"
"n100_d4_f2_rpm_r22",100,4,2,"RE-pcnmala",22,-107.287473618853,1,23,1340.60088586807,"ok"
"n100_d4_f2_rpm_r23",100,4,2,"RE-pcnmala",23,-108.114484708618,1,23,1300.6887960434,"ok"
"n100_d4_f2_rpm_r24",100,4,2,"RE-pcnmala",24,-107.677706102897,1,22,967.252873182297,"ok"
"n100_d4_f2_rpm_r25",100,4,2,"RE-pcnmala",25,-107.828685382089,1,22,1246.45346808434,"ok"
"n100_d4_f2_rpm_r26",100,4,2,"RE-pcnmala",26,-107.384282121476,1,22,1289.17195296288,"ok"
"n100_d4_f2_rpm_r27",100,4,2,"RE-pcnmala",27,-107.276860203812,1,24,1420.77832317352,"ok"
"n100_d4_f2_rpm_r28",100,4,2,"RE-pcnmala",28,-107.373910582591,1,22,1210.31458711624,"ok"
"n100_d4_f2_rpm_r29",100,4,2,"RE-pcnmala",29,-108.501168499989,1,22,1039.78461313248,"ok"
"n100_d4_f2_rpm_r30",100,4,2,"RE-pcnmala",30,-107.999439012978,1,22,946.958008050919,"ok"
"n100_d4_f3_abc_r01",100,4,3,"ABC-SMC",1,-277.081938337476,1,13,21.2617890834808,"ok"
"n100_d4_f3_abc_r02",100,4,3,"ABC-SMC",2,-277.66677560541,1,27,48.7331790924072,"ok"
"n100_d4_f3_abc_r03",100,4,3,"ABC-SMC",3,-280.005660136043,1,31,54.3998529911041,"ok"
"n100_d4_f3_abc_r04",100,4,3,"ABC-SMC",4,-262.881269384681,1,21,32.5064570903778,"ok"
"n100_d4_f3_abc_r05",100,4,3,"ABC-SMC",5,-273.705996496529,1,24,43.5000669956207,"ok"
"n100_d4_f3_abc_r06",100,4,3,"ABC-SMC",6,-278.942756115195,1,29,54.2449638843536,"ok"
"n100_d4_f3_abc_r07",100,4,3,"ABC-SMC",7,-263.293753515977,1,21,41.5699238777161,"ok"
"n100_d4_f3_abc_r08",100,4,3,"ABC-SMC",8,-267.259616537439,1,26,52.1335880756378,"ok"
"n100_d4_f3_abc_r09",100,4,3,"ABC-SMC",9,-287.737527404448,1,19,36.7455480098724,"ok"
"n100_d4_f3_abc_r10",100,4,3,"ABC-SMC",10,-270.056563976958,1,27,54.0630650520325,"ok"
"n100_d4_f3_abc_r11",100,4,3,"ABC-SMC",11,-289.841963328487,1,25,46.8290150165558,"ok"
"n100_d4_f3_abc_r12",100,4,3,"ABC-SMC",12,-273.315625775429,1,25,46.3126919269562,"ok"
"n100_d4_f3_abc_r13",100,4,3,"ABC-SMC",13,-278.055036206534,1,31,58.1196939945221,"ok"
"n100_d4_f3_abc_r14",100,4,3,"ABC-SMC",14,-287.801672026144,1,34,64.0948889255524,"ok"
"n100_d4_f3_abc_r15",100,4,3,"ABC-SMC",15,-249.914861966466,1,20,34.5873048305511,"ok"
"n100_d4_f3_abc_r16",100,4,3,"ABC-SMC",16,-246.536923309047,1,28,51.7950909137726,"ok"
"n100_d4_f3_abc_r17",100,4,3,"ABC-SMC",17,-274.56592163931,1,28,52.9118258953094,"ok"
"n100_d4_f3_abc_r18",100,4,3,"ABC-SMC",18,-263.041010714285,1,22,42.995777130127,"ok"
"n100_d4_f3_abc_r19",100,4,3,"ABC-SMC",19,-278.909703267499,1,27,55.0650870800018,"ok"
"n100_d4_f3_abc_r20",100,4,3,"ABC-SMC",20,-266.4452472582,1,19,36.4312751293182,"ok"
"n100_d4_f3_abc_r21",100,4,3,"ABC-SMC",21,-275.879526237669,1,27,52.0182919502258,"ok"
"n100_d4_f3_abc_r22",100,4,3,"ABC-SMC",22,-261.2841684711,1,34,66.2427670955658,"ok"
"n100_d4_f3_abc_r23",100,4,3,"ABC-SMC",23,-280.949103418979,1,26,48.0261571407318,"ok"
"n100_d4_f3_abc_r24",100,4,3,"ABC-SMC",24,-289.07635651642,1,23,42.0738639831543,"ok"
"n100_d4_f3_abc_r25",100,4,3,"ABC-SMC",25,-247.110477175401,1,24,46.3620870113373,"ok"
"n100_d4_f3_abc_r26",100,4,3,"ABC-SMC",26,-290.209265955113,1,23,41.6923680305481,"ok"
"n100_d4_f3_abc_r27",100,4,3,"ABC-SMC",27,-271.141849429712,1,20,35.2311000823975,"ok"
"n100_d4_f3_abc_r28",100,4,3,"ABC-SMC",28,-231.602576894123,1,21,40.4404399394989,"ok"
"n100_d4_f3_abc_r29",100,4,3,"ABC-SMC",29,-278.631184375377,1,32,62.8398420810699,"ok"
"n100_d4_f3_abc_r30",100,4,3,"ABC-SMC",30,-285.47682843421,1,17,29.9765238761902,"ok"
"n100_d4_f3_reg_r01",100,4,3,"RE-gaussian",1,-97.9620994067266,1,21,153.119939088821,"ok"
"n100_d4_f3_reg_r02",100,4,3,"RE-gaussian",2,-97.6021276785955,1,21,145.366091012955,"ok"
"n100_d4_f3_reg_r03",100,4,3,"RE-gaussian",3,-97.8529134948634,1,21,172.265301942825,"ok"
"n100_d4_f3_reg_r04",100,4,3,"RE-gaussian",4,-97.2207950531358,1,21,163.364026069641,"ok"
"n100_d4_f3_reg_r05",100,4,3,"RE-gaussian",5,-98.9531927679011,1,21,163.619216918945,"ok"
"n100_d4_f3_reg_r06",100,4,3,"RE-gaussian",6,-97.8340402108282,1,21,201.920061826706,"ok"
"n100_d4_f3_reg_r07",100,4,3,"RE-gaussian",7,-97.6555914234331,1,21,173.041354894638,"ok"
"n100_d4_f3_reg_r08",100,4,3,"RE-gaussian",8,-98.1923774688604,1,21,200.719726085663,"ok"
"n100_d4_f3_reg_r09",100,4,3,"RE-gaussian",9,-97.5021602337629,1,21,171.973803043365,"ok"
"n100_d4_f3_reg_r10",100,4,3,"RE-gaussian",10,-97.7409415679373,1,21,178.733510017395,"ok"
"n100_d4_f3_reg_r11",100,4,3,"RE-gaussian",11,-97.7261754302421,1,21,146.758305072784,"ok"
"n100_d4_f3_reg_r12",100,4,3,"RE-gaussian",12,-97.3928680100637,1,21,173.560518026352,"ok"
"n100_d4_f3_reg_r13",100,4,3,"RE-gaussian",13,-97.264729624057,1,21,172.42044210434,"ok"
"n100_d4_f3_reg_r14",100,4,3,"RE-gaussian",14,-98.6934810947733,1,22,170.207095861435,"ok"
